"";"Data";"MunicipioChave";"Tipo";"Confirmados";"Mortes";"UltimaData";"PopulacaoEstimadaEm2019";"ConfirmadosACada100K";"PorcentagemMorte";"InformadoMunicipio";"_TipoFato";"Cluster"
"1";2020-04-20;"1100023-RO";"city";44;0;"True";"107863";"40.79249";0;"S";"ATUAL";3
"2";2020-04-20;"1100114-RO";"city";1;0;"True";"51775";"1.93143";0;"S";"ATUAL";2
"3";2020-04-20;"1100122-RO";"city";7;1;"True";"128969";"5.42766";0,1429;"S";"ATUAL";2
"4";2020-04-20;"1100155-RO";"city";6;0;"True";"36035";"16.65048";0;"S";"ATUAL";2
"5";2020-04-20;"1100205-RO";"city";135;3;"True";"529544";"25.49363";0,0222;"S";"ATUAL";3
"6";2020-04-20;"1100288-RO";"city";3;0;"True";"55058";"5.4488";0;"S";"ATUAL";2
"7";2020-04-20;"1100304-RO";"city";1;0;"True";"99854";"1.00146";0;"S";"ATUAL";2
"8";2020-04-20;"1100403-RO";"city";1;0;"True";"21428";"4.66679";0;"S";"ATUAL";2
"9";2020-04-20;"1100452-RO";"city";1;0;"True";"39654";"2.52181";0;"S";"ATUAL";2
"10";2020-04-20;"1200013-AC";"city";12;0;"True";"15256";"78.65758";0;"S";"ATUAL";2
"11";2020-04-20;"1200138-AC";"city";1;0;"True";"10266";"9.74089";0;"S";"ATUAL";2
"12";2020-04-20;"1200203-AC";"city";5;0;"True";"88376";"5.65764";0;"S";"ATUAL";2
"13";2020-04-20;"1200385-AC";"city";19;1;"True";"19761";"96.14898";0,0526;"S";"ATUAL";2
"14";2020-04-20;"1200401-AC";"city";136;7;"True";"407319";"33.38906";0,0515;"S";"ATUAL";3
"15";2020-04-20;"1200450-AC";"city";2;0;"True";"23024";"8.68659";0;"S";"ATUAL";2
"16";2020-04-20;"1200807-AC";"city";1;0;"True";"18504";"5.40424";0;"S";"ATUAL";2
"17";2020-04-20;"1300086-AM";"city";1;0;"True";"13614";"7.34538";0;"S";"ATUAL";2
"18";2020-04-20;"1300102-AM";"city";6;0;"True";"21010";"28.55783";0;"S";"ATUAL";2
"19";2020-04-20;"1300300-AM";"city";2;0;"True";"39565";"5.05497";0;"S";"ATUAL";2
"20";2020-04-20;"1300706-AM";"city";1;0;"True";"34308";"2.91477";0;"S";"ATUAL";2
"21";2020-04-20;"1300904-AM";"city";1;0;"True";"15629";"6.39836";0;"S";"ATUAL";2
"22";2020-04-20;"1301001-AM";"city";1;1;"True";"28294";"3.53432";1;"S";"ATUAL";2
"23";2020-04-20;"1301100-AM";"city";6;1;"True";"37869";"15.84409";0,1667;"S";"ATUAL";2
"24";2020-04-20;"1301159-AM";"city";4;0;"True";"30225";"13.23408";0;"S";"ATUAL";2
"25";2020-04-20;"1301209-AM";"city";2;0;"True";"85097";"2.35026";0;"S";"ATUAL";2
"26";2020-04-20;"1301852-AM";"city";24;3;"True";"48296";"49.69356";0,125;"S";"ATUAL";2
"27";2020-04-20;"1301902-AM";"city";27;1;"True";"101337";"26.64377";0,037;"S";"ATUAL";2
"28";2020-04-20;"1302207-AM";"city";1;0;"True";"14712";"6.79717";0;"S";"ATUAL";2
"29";2020-04-20;"1302306-AM";"city";1;0;"True";"14317";"6.9847";0;"S";"ATUAL";2
"30";2020-04-20;"1302405-AM";"city";2;0;"True";"46069";"4.34131";0;"S";"ATUAL";2
"31";2020-04-20;"1302504-AM";"city";201;13;"True";"97377";"206.41425";0,0647;"S";"ATUAL";1
"32";2020-04-20;"1302702-AM";"city";1;1;"True";"55751";"1.79369";1;"S";"ATUAL";2
"33";2020-04-20;"1302900-AM";"city";22;2;"True";"63905";"34.4261";0,0909;"S";"ATUAL";2
"34";2020-04-20;"1303205-AM";"city";2;1;"True";"19454";"10.28066";0,5;"S";"ATUAL";2
"35";2020-04-20;"1303403-AM";"city";21;3;"True";"114273";"18.37704";0,1429;"S";"ATUAL";2
"36";2020-04-20;"1303536-AM";"city";11;1;"True";"36279";"30.32057";0,0909;"S";"ATUAL";2
"37";2020-04-20;"1303601-AM";"city";1;0;"True";"25156";"3.97519";0;"S";"ATUAL";2
"38";2020-04-20;"1303700-AM";"city";10;0;"True";"21602";"46.29201";0;"S";"ATUAL";2
"39";2020-04-20;"1303809-AM";"city";0;0;"True";"45564";"2.19472";0;"S";"ATUAL";2
"40";2020-04-20;"1303908-AM";"city";11;0;"True";"39299";"27.99053";0,1429;"S";"ATUAL";2
"41";2020-04-20;"1304062-AM";"city";11;1;"True";"65844";"16.70615";0,0909;"S";"ATUAL";2
"42";2020-04-20;"1304203-AM";"city";5;1;"True";"59849";"8.35436";0,2;"S";"ATUAL";2
"43";2020-04-20;"1304237-AM";"city";13;0;"True";"18755";"69.31485";0;"S";"ATUAL";2
"44";2020-04-20;"1400050-RR";"city";1;1;"True";"15510";"6.44745";1;"S";"ATUAL";2
"45";2020-04-20;"1400100-RR";"city";225;2;"True";"399213";"56.36089";0,0089;"S";"ATUAL";1
"46";2020-04-20;"1400159-RR";"city";3;0;"True";"12409";"24.176";0;"S";"ATUAL";2
"47";2020-04-20;"1400175-RR";"city";4;0;"True";"18335";"21.8162";0;"S";"ATUAL";2
"48";2020-04-20;"1400308-RR";"city";1;0;"True";"17853";"5.6013";0;"S";"ATUAL";2
"49";2020-04-20;"1400456-RR";"city";9;0;"True";"17401";"51.72117";0;"S";"ATUAL";2
"50";2020-04-20;"1400472-RR";"city";3;0;"True";"30163";"9.94596";0;"S";"ATUAL";2
"51";2020-04-20;"1400605-RR";"city";1;0;"True";"7986";"12.52191";0;"S";"ATUAL";2
"52";2020-04-20;"1500107-PA";"city";6;0;"True";"157698";"3.80474";0;"S";"ATUAL";2
"53";2020-04-20;"1500206-PA";"city";1;0;"True";"55591";"1.79885";0;"S";"ATUAL";2
"54";2020-04-20;"1500305-PA";"city";1;0;"True";"39218";"2.54985";0;"S";"ATUAL";2
"55";2020-04-20;"1500602-PA";"city";6;0;"True";"114594";"5.23588";0;"S";"ATUAL";2
"56";2020-04-20;"1500800-PA";"city";88;1;"True";"530598";"16.58506";0,0114;"S";"ATUAL";3
"57";2020-04-20;"1500909-PA";"city";1;0;"True";"45998";"2.17401";0;"S";"ATUAL";2
"58";2020-04-20;"1501303-PA";"city";5;0;"True";"124680";"4.01027";0;"S";"ATUAL";2
"59";2020-04-20;"1501402-PA";"city";610;23;"True";"1492745";"40.86431";0,0377;"S";"ATUAL";4
"60";2020-04-20;"1501501-PA";"city";8;0;"True";"62737";"12.75165";0;"S";"ATUAL";2
"61";2020-04-20;"1501709-PA";"city";5;0;"True";"127686";"3.91586";0;"S";"ATUAL";2
"62";2020-04-20;"1501808-PA";"city";3;0;"True";"102701";"2.9211";0;"S";"ATUAL";2
"63";2020-04-20;"1501907-PA";"city";2;0;"True";"29132";"6.8653";0;"S";"ATUAL";2
"64";2020-04-20;"1502004-PA";"city";1;0;"True";"23767";"4.20751";0;"S";"ATUAL";2
"65";2020-04-20;"1502103-PA";"city";2;1;"True";"137890";"1.45043";0,5;"S";"ATUAL";2
"66";2020-04-20;"1502152-PA";"city";1;1;"True";"37085";"2.69651";1;"S";"ATUAL";2
"67";2020-04-20;"1502202-PA";"city";4;0;"True";"69027";"5.79483";0;"S";"ATUAL";2
"68";2020-04-20;"1502301-PA";"city";1;0;"True";"54303";"1.84152";0;"S";"ATUAL";2
"69";2020-04-20;"1502400-PA";"city";17;0;"True";"200793";"8.46643";0;"S";"ATUAL";2
"70";2020-04-20;"1502608-PA";"city";1;0;"True";"12085";"8.27472";0;"S";"ATUAL";2
"71";2020-04-20;"1502707-PA";"city";1;0;"True";"47864";"2.08925";0;"S";"ATUAL";2
"72";2020-04-20;"1502806-PA";"city";1;0;"True";"34448";"2.90293";0;"S";"ATUAL";2
"73";2020-04-20;"1503093-PA";"city";1;0;"True";"40475";"2.47066";0;"S";"ATUAL";2
"74";2020-04-20;"1503200-PA";"city";2;0;"True";"38807";"5.15371";0;"S";"ATUAL";2
"75";2020-04-20;"1503606-PA";"city";6;0;"True";"101247";"5.9261";0;"S";"ATUAL";2
"76";2020-04-20;"1503903-PA";"city";3;0;"True";"57943";"5.1775";0;"S";"ATUAL";2
"77";2020-04-20;"1504059-PA";"city";1;0;"True";"30077";"3.3248";0;"S";"ATUAL";2
"78";2020-04-20;"1504208-PA";"city";5;0;"True";"279349";"1.78988";0;"S";"ATUAL";2
"79";2020-04-20;"1504406-PA";"city";1;0;"True";"28336";"3.52908";0;"S";"ATUAL";2
"80";2020-04-20;"1504422-PA";"city";17;1;"True";"131521";"12.92569";0,0588;"S";"ATUAL";2
"81";2020-04-20;"1504802-PA";"city";1;0;"True";"58032";"1.72319";0;"S";"ATUAL";2
"82";2020-04-20;"1504901-PA";"city";2;0;"True";"40349";"4.95675";0;"S";"ATUAL";2
"83";2020-04-20;"1504976-PA";"city";1;0;"True";"16678";"5.99592";0;"S";"ATUAL";2
"84";2020-04-20;"1505031-PA";"city";2;0;"True";"25762";"7.76337";0;"S";"ATUAL";2
"85";2020-04-20;"1505106-PA";"city";1;0;"True";"52137";"1.91802";0;"S";"ATUAL";2
"86";2020-04-20;"1505205-PA";"city";3;0;"True";"32512";"9.22736";0;"S";"ATUAL";2
"87";2020-04-20;"1505304-PA";"city";1;0;"True";"73096";"1.36806";0;"S";"ATUAL";2
"88";2020-04-20;"1505403-PA";"city";2;0;"True";"17842";"11.20951";0;"S";"ATUAL";2
"89";2020-04-20;"1505536-PA";"city";19;4;"True";"208273";"9.12264";0,2105;"S";"ATUAL";2
"90";2020-04-20;"1506104-PA";"city";1;0;"True";"10825";"9.23788";0;"S";"ATUAL";2
"91";2020-04-20;"1506112-PA";"city";1;0;"True";"13608";"7.34862";0;"S";"ATUAL";2
"92";2020-04-20;"1506187-PA";"city";2;1;"True";"52357";"3.81993";0,5;"S";"ATUAL";2
"93";2020-04-20;"1506203-PA";"city";2;0;"True";"40675";"4.91703";0;"S";"ATUAL";2
"94";2020-04-20;"1506302-PA";"city";2;0;"True";"23752";"8.42034";0;"S";"ATUAL";2
"95";2020-04-20;"1506351-PA";"city";2;0;"True";"21079";"9.48812";0;"S";"ATUAL";2
"96";2020-04-20;"1506401-PA";"city";3;0;"True";"10128";"29.62085";0;"S";"ATUAL";2
"97";2020-04-20;"1506500-PA";"city";2;0;"True";"70801";"2.82482";0;"S";"ATUAL";2
"98";2020-04-20;"1506807-PA";"city";28;2;"True";"304589";"9.19272";0,0714;"S";"ATUAL";2
"99";2020-04-20;"1507003-PA";"city";7;0;"True";"31482";"22.23493";0;"S";"ATUAL";2
"100";2020-04-20;"1507458-PA";"city";1;0;"True";"24847";"4.02463";0;"S";"ATUAL";2
"101";2020-04-20;"1507607-PA";"city";2;1;"True";"58986";"3.39064";0,5;"S";"ATUAL";2
"102";2020-04-20;"1507961-PA";"city";1;0;"True";"11720";"8.53242";0;"S";"ATUAL";2
"103";2020-04-20;"1508084-PA";"city";1;0;"True";"39602";"2.52512";0;"S";"ATUAL";2
"104";2020-04-20;"1508100-PA";"city";4;0;"True";"113659";"3.5193";0;"S";"ATUAL";2
"105";2020-04-20;"1508209-PA";"city";8;0;"True";"53686";"14.90146";0;"S";"ATUAL";2
"106";2020-04-20;"1508407-PA";"city";1;0;"True";"44751";"2.23459";0;"S";"ATUAL";2
"107";2020-04-20;"1600279-AP";"city";7;0;"True";"50410";"13.88613";0;"S";"ATUAL";2
"108";2020-04-20;"1600303-AP";"city";358;11;"True";"503327";"71.12672";0,0307;"S";"ATUAL";1
"109";2020-04-20;"1600402-AP";"city";2;0;"True";"21632";"9.24556";0;"S";"ATUAL";2
"110";2020-04-20;"1600501-AP";"city";5;0;"True";"27270";"18.33517";0;"S";"ATUAL";2
"111";2020-04-20;"1600535-AP";"city";1;0;"True";"21971";"4.55145";0;"S";"ATUAL";2
"112";2020-04-20;"1600600-AP";"city";60;2;"True";"121364";"49.43805";0,0333;"S";"ATUAL";3
"113";2020-04-20;"1600808-AP";"city";2;0;"True";"15931";"12.55414";0;"S";"ATUAL";2
"114";2020-04-20;"1702109-TO";"city";5;0;"True";"180470";"2.77054";0;"S";"ATUAL";2
"115";2020-04-20;"1703867-TO";"city";1;0;"True";"4382";"22.82063";0;"S";"ATUAL";2
"116";2020-04-20;"1707009-TO";"city";1;0;"True";"22139";"4.51692";0;"S";"ATUAL";2
"117";2020-04-20;"1709500-TO";"city";1;0;"True";"86647";"1.15411";0;"S";"ATUAL";2
"118";2020-04-20;"1716109-TO";"city";1;1;"True";"51252";"1.95114";1;"S";"ATUAL";2
"119";2020-04-20;"1721000-TO";"city";25;1;"True";"299127";"8.35765";0,04;"S";"ATUAL";2
"120";2020-04-20;"1721208-TO";"city";1;0;"True";"22870";"4.37254";0;"S";"ATUAL";2
"121";2020-04-20;"2100055-MA";"city";2;0;"True";"112445";"1.77865";0;"S";"ATUAL";2
"122";2020-04-20;"2100204-MA";"city";1;0;"True";"22097";"4.5255";0;"S";"ATUAL";2
"123";2020-04-20;"2100402-MA";"city";1;0;"True";"8128";"12.30315";0;"S";"ATUAL";2
"124";2020-04-20;"2100709-MA";"city";1;1;"True";"26803";"3.73093";1;"S";"ATUAL";2
"125";2020-04-20;"2101004-MA";"city";3;0;"True";"29848";"10.05092";0;"S";"ATUAL";2
"126";2020-04-20;"2101202-MA";"city";6;0;"True";"104949";"5.71706";0;"S";"ATUAL";2
"127";2020-04-20;"2101251-MA";"city";1;0;"True";"17055";"5.86338";0;"S";"ATUAL";2
"128";2020-04-20;"2101400-MA";"city";4;0;"True";"94887";"4.21554";0;"S";"ATUAL";2
"129";2020-04-20;"2101707-MA";"city";1;0;"True";"62528";"1.59928";0;"S";"ATUAL";2
"130";2020-04-20;"2102374-MA";"city";1;0;"True";"9431";"10.60333";0;"S";"ATUAL";2
"131";2020-04-20;"2102408-MA";"city";1;0;"True";"11177";"8.94694";0;"S";"ATUAL";2
"132";2020-04-20;"2102705-MA";"city";1;0;"True";"21995";"4.54649";0;"S";"ATUAL";2
"133";2020-04-20;"2103000-MA";"city";7;0;"True";"164880";"4.24551";0;"S";"ATUAL";2
"134";2020-04-20;"2103208-MA";"city";1;0;"True";"79675";"1.2551";0;"S";"ATUAL";2
"135";2020-04-20;"2103505-MA";"city";2;0;"True";"41178";"4.85696";0;"S";"ATUAL";2
"136";2020-04-20;"2103703-MA";"city";1;1;"True";"32695";"3.05857";1;"S";"ATUAL";2
"137";2020-04-20;"2103752-MA";"city";1;0;"True";"12908";"7.74713";0;"S";"ATUAL";2
"138";2020-04-20;"2104677-MA";"city";1;0;"True";"25577";"3.90976";0;"S";"ATUAL";2
"139";2020-04-20;"2105104-MA";"city";0;0;"True";"27113";"3.68827";0;"S";"ATUAL";2
"140";2020-04-20;"2105302-MA";"city";34;3;"True";"258682";"13.14355";0,0882;"S";"ATUAL";2
"141";2020-04-20;"2105401-MA";"city";0;0;"True";"68203";"1.46621";0;"S";"ATUAL";2
"142";2020-04-20;"2105658-MA";"city";1;0;"True";"3432";"29.13753";0;"S";"ATUAL";2
"143";2020-04-20;"2106508-MA";"city";3;0;"True";"23370";"12.83697";0;"S";"ATUAL";2
"144";2020-04-20;"2106755-MA";"city";2;0;"True";"28381";"7.04697";0;"S";"ATUAL";2
"145";2020-04-20;"2106805-MA";"city";0;0;"True";"14962";"6.6836";0;"S";"ATUAL";2
"146";2020-04-20;"2107100-MA";"city";1;0;"True";"19433";"5.14589";0;"S";"ATUAL";2
"147";2020-04-20;"2107506-MA";"city";45;3;"True";"122197";"36.82578";0,0667;"S";"ATUAL";3
"148";2020-04-20;"2109452-MA";"city";5;1;"True";"30761";"16.25435";0,2;"S";"ATUAL";2
"149";2020-04-20;"2109601-MA";"city";1;0;"True";"42740";"2.33973";0;"S";"ATUAL";2
"150";2020-04-20;"2109908-MA";"city";1;0;"True";"89044";"1.12304";0;"S";"ATUAL";2
"151";2020-04-20;"2110203-MA";"city";5;0;"True";"37855";"13.20829";0;"S";"ATUAL";2
"152";2020-04-20;"2110401-MA";"city";1;0;"True";"18663";"5.3582";0;"S";"ATUAL";2
"153";2020-04-20;"2111201-MA";"city";105;4;"True";"177687";"59.09267";0,0381;"S";"ATUAL";3
"154";2020-04-20;"2112209-MA";"city";9;0;"True";"169107";"5.32207";0;"S";"ATUAL";2
"155";2020-04-20;"2112233-MA";"city";1;0;"True";"21998";"4.54587";0;"S";"ATUAL";2
"156";2020-04-20;"2112308-MA";"city";1;0;"True";"41832";"2.39051";0;"S";"ATUAL";2
"157";2020-04-20;"2112605-MA";"city";3;0;"True";"33122";"9.05742";0;"S";"ATUAL";2
"158";2020-04-20;"2112704-MA";"city";1;0;"True";"56510";"1.7696";0;"S";"ATUAL";2
"159";2020-04-20;"2112803-MA";"city";2;0;"True";"52441";"3.81381";0;"S";"ATUAL";2
"160";2020-04-20;"2112902-MA";"city";3;0;"True";"32764";"9.15639";0;"S";"ATUAL";2
"161";2020-04-20;"2113009-MA";"city";1;0;"True";"31523";"3.17229";0;"S";"ATUAL";2
"162";2020-04-20;"2114007-MA";"city";3;0;"True";"51714";"5.80114";0;"S";"ATUAL";2
"163";2020-04-20;"2200400-PI";"city";1;0;"True";"40524";"2.46767";0;"S";"ATUAL";2
"164";2020-04-20;"2200608-PI";"city";1;0;"True";"6788";"14.73188";0;"S";"ATUAL";2
"165";2020-04-20;"2201739-PI";"city";1;0;"True";"6205";"16.11604";0;"S";"ATUAL";2
"166";2020-04-20;"2201919-PI";"city";1;1;"True";"5630";"17.76199";1;"S";"ATUAL";2
"167";2020-04-20;"2201929-PI";"city";1;0;"True";"5670";"17.63668";0;"S";"ATUAL";2
"168";2020-04-20;"2202208-PI";"city";3;0;"True";"46833";"6.40574";0;"S";"ATUAL";2
"169";2020-04-20;"2202505-PI";"city";1;0;"True";"10916";"9.16086";0;"S";"ATUAL";2
"170";2020-04-20;"2202752-PI";"city";1;0;"True";"6484";"15.42258";0;"S";"ATUAL";2
"171";2020-04-20;"2203305-PI";"city";1;0;"True";"13817";"7.23746";0;"S";"ATUAL";2
"172";2020-04-20;"2203701-PI";"city";3;0;"True";"39737";"7.54964";0;"S";"ATUAL";2
"173";2020-04-20;"2203909-PI";"city";2;0;"True";"59935";"3.33695";0;"S";"ATUAL";2
"174";2020-04-20;"2204006-PI";"city";1;0;"True";"5348";"18.69858";0;"S";"ATUAL";2
"175";2020-04-20;"2204709-PI";"city";1;0;"True";"15308";"6.53253";0;"S";"ATUAL";2
"176";2020-04-20;"2205102-PI";"city";1;0;"True";"11019";"9.07523";0;"S";"ATUAL";2
"177";2020-04-20;"2205565-PI";"city";1;0;"True";"4655";"21.48228";0;"S";"ATUAL";2
"178";2020-04-20;"2205706-PI";"city";2;0;"True";"30311";"6.59826";0;"S";"ATUAL";2
"179";2020-04-20;"2206209-PI";"city";2;0;"True";"33760";"5.92417";0;"S";"ATUAL";2
"180";2020-04-20;"2207702-PI";"city";6;2;"True";"153078";"3.91957";0,3333;"S";"ATUAL";2
"181";2020-04-20;"2207900-PI";"city";1;1;"True";"38742";"2.58118";1;"S";"ATUAL";2
"182";2020-04-20;"2208007-PI";"city";2;1;"True";"78222";"2.55683";0,5;"S";"ATUAL";2
"183";2020-04-20;"2208106-PI";"city";1;0;"True";"12127";"8.24606";0;"S";"ATUAL";2
"184";2020-04-20;"2208304-PI";"city";5;1;"True";"28791";"17.36654";0,2;"S";"ATUAL";2
"185";2020-04-20;"2208874-PI";"city";1;0;"True";"4477";"22.33639";0;"S";"ATUAL";2
"186";2020-04-20;"2210052-PI";"city";3;1;"True";"5346";"56.11672";0,3333;"S";"ATUAL";2
"187";2020-04-20;"2210201-PI";"city";1;0;"True";"6705";"14.91424";0;"S";"ATUAL";2
"188";2020-04-20;"2210607-PI";"city";5;0;"True";"34710";"14.40507";0;"S";"ATUAL";2
"189";2020-04-20;"2211001-PI";"city";136;7;"True";"864845";"15.72536";0,0515;"S";"ATUAL";3
"190";2020-04-20;"2211100-PI";"city";1;0;"True";"44485";"2.24795";0;"S";"ATUAL";2
"191";2020-04-20;"2300150-CE";"city";3;1;"True";"14929";"20.09512";0,3333;"S";"ATUAL";2
"192";2020-04-20;"2300200-CE";"city";1;1;"True";"62641";"1.5964";1;"S";"ATUAL";2
"193";2020-04-20;"2300309-CE";"city";2;0;"True";"54270";"3.68528";0;"S";"ATUAL";2
"194";2020-04-20;"2300507-CE";"city";1;0;"True";"11714";"8.53679";0;"S";"ATUAL";2
"195";2020-04-20;"2300754-CE";"city";1;0;"True";"43452";"2.30139";0;"S";"ATUAL";2
"196";2020-04-20;"2301000-CE";"city";38;0;"True";"80271";"47.33964";0;"S";"ATUAL";2
"197";2020-04-20;"2301109-CE";"city";10;1;"True";"74547";"13.41436";0,1;"S";"ATUAL";2
"198";2020-04-20;"2301208-CE";"city";3;0;"True";"26469";"11.33401";0;"S";"ATUAL";2
"199";2020-04-20;"2301307-CE";"city";1;0;"True";"21600";"4.62963";0;"S";"ATUAL";2
"200";2020-04-20;"2301851-CE";"city";1;0;"True";"18197";"5.49541";0;"S";"ATUAL";2
"201";2020-04-20;"2301950-CE";"city";1;0;"True";"22425";"4.45931";0;"S";"ATUAL";2
"202";2020-04-20;"2302057-CE";"city";2;0;"True";"15017";"13.31824";0;"S";"ATUAL";2
"203";2020-04-20;"2302107-CE";"city";3;0;"True";"35750";"8.39161";0;"S";"ATUAL";2
"204";2020-04-20;"2302206-CE";"city";5;0;"True";"53573";"9.33306";0;"S";"ATUAL";2
"205";2020-04-20;"2302305-CE";"city";5;0;"True";"32591";"15.34166";0;"S";"ATUAL";2
"206";2020-04-20;"2302602-CE";"city";1;0;"True";"63661";"1.57082";0;"S";"ATUAL";2
"207";2020-04-20;"2302800-CE";"city";7;0;"True";"76997";"9.09126";0;"S";"ATUAL";2
"208";2020-04-20;"2302909-CE";"city";1;1;"True";"17738";"5.63761";1;"S";"ATUAL";2
"209";2020-04-20;"2303006-CE";"city";2;0;"True";"22547";"8.87036";0;"S";"ATUAL";2
"210";2020-04-20;"2303303-CE";"city";1;1;"True";"18699";"5.34788";1;"S";"ATUAL";2
"211";2020-04-20;"2303501-CE";"city";7;1;"True";"71743";"9.75705";0,1429;"S";"ATUAL";2
"212";2020-04-20;"2303600-CE";"city";1;0;"True";"20698";"4.83138";0;"S";"ATUAL";2
"213";2020-04-20;"2303709-CE";"city";89;6;"True";"361400";"24.62645";0,0674;"S";"ATUAL";3
"214";2020-04-20;"2303956-CE";"city";2;0;"True";"20264";"9.86972";0;"S";"ATUAL";2
"215";2020-04-20;"2304004-CE";"city";1;0;"True";"23136";"4.32227";0;"S";"ATUAL";2
"216";2020-04-20;"2304103-CE";"city";3;0;"True";"75074";"3.99606";0;"S";"ATUAL";2
"217";2020-04-20;"2304202-CE";"city";5;0;"True";"132123";"3.78435";0;"S";"ATUAL";2
"218";2020-04-20;"2304236-CE";"city";1;0;"True";"18063";"5.53618";0;"S";"ATUAL";2
"219";2020-04-20;"2304285-CE";"city";30;4;"True";"53618";"55.95136";0,1333;"S";"ATUAL";2
"220";2020-04-20;"2304301-CE";"city";1;1;"True";"19450";"5.14139";1;"S";"ATUAL";2
"221";2020-04-20;"2304350-CE";"city";1;0;"True";"24218";"4.12916";0;"S";"ATUAL";2
"222";2020-04-20;"2304459-CE";"city";1;0;"True";"16480";"6.06796";0;"S";"ATUAL";2
"223";2020-04-20;"2304657-CE";"city";1;0;"True";"14399";"6.94493";0;"S";"ATUAL";2
"224";2020-04-20;"2304707-CE";"city";1;0;"True";"54748";"1.82655";0;"S";"ATUAL";2
"225";2020-04-20;"2304905-CE";"city";1;0;"True";"11068";"9.03506";0;"S";"ATUAL";2
"226";2020-04-20;"2304954-CE";"city";1;0;"True";"26064";"3.83671";0;"S";"ATUAL";2
"227";2020-04-20;"2305001-CE";"city";1;0;"True";"40642";"2.46051";0;"S";"ATUAL";2
"228";2020-04-20;"2305209-CE";"city";1;0;"True";"19978";"5.00551";0;"S";"ATUAL";2
"229";2020-04-20;"2305233-CE";"city";18;2;"True";"67337";"26.73122";0,1111;"S";"ATUAL";2
"230";2020-04-20;"2305266-CE";"city";1;0;"True";"13353";"7.48895";0;"S";"ATUAL";2
"231";2020-04-20;"2305332-CE";"city";1;0;"True";"12525";"7.98403";0;"S";"ATUAL";2
"232";2020-04-20;"2305357-CE";"city";1;0;"True";"19934";"5.01655";0;"S";"ATUAL";2
"233";2020-04-20;"2305407-CE";"city";3;0;"True";"68018";"4.4106";0;"S";"ATUAL";2
"234";2020-04-20;"2305506-CE";"city";9;4;"True";"102498";"8.78066";0,4444;"S";"ATUAL";2
"235";2020-04-20;"2305605-CE";"city";3;0;"True";"26178";"11.46";0;"S";"ATUAL";2
"236";2020-04-20;"2305654-CE";"city";2;0;"True";"11593";"17.25179";0;"S";"ATUAL";2
"237";2020-04-20;"2305902-CE";"city";2;1;"True";"38166";"5.24027";0,5;"S";"ATUAL";2
"238";2020-04-20;"2306207-CE";"city";1;0;"True";"7827";"12.77629";0;"S";"ATUAL";2
"239";2020-04-20;"2306256-CE";"city";6;1;"True";"37980";"15.79779";0,1667;"S";"ATUAL";2
"240";2020-04-20;"2306306-CE";"city";1;0;"True";"52675";"1.89843";0;"S";"ATUAL";2
"241";2020-04-20;"2306405-CE";"city";5;0;"True";"129358";"3.86524";0;"S";"ATUAL";2
"242";2020-04-20;"2306504-CE";"city";1;0;"True";"20382";"4.90629";0;"S";"ATUAL";2
"243";2020-04-20;"2306553-CE";"city";1;0;"True";"41826";"2.39086";0;"S";"ATUAL";2
"244";2020-04-20;"2306702-CE";"city";1;0;"True";"18162";"5.506";0;"S";"ATUAL";2
"245";2020-04-20;"2306900-CE";"city";10;2;"True";"34682";"28.8334";0,2;"S";"ATUAL";2
"246";2020-04-20;"2307007-CE";"city";3;0;"True";"33705";"8.90076";0;"S";"ATUAL";2
"247";2020-04-20;"2307106-CE";"city";1;0;"True";"27174";"3.67999";0;"S";"ATUAL";2
"248";2020-04-20;"2307304-CE";"city";5;0;"True";"274207";"1.82344";0;"S";"ATUAL";2
"249";2020-04-20;"2307403-CE";"city";0;0;"True";"24833";"16.1076";0;"S";"ATUAL";2
"250";2020-04-20;"2307502-CE";"city";1;0;"True";"31508";"3.1738";0;"S";"ATUAL";2
"251";2020-04-20;"2307601-CE";"city";6;2;"True";"59540";"10.07726";0,3333;"S";"ATUAL";2
"252";2020-04-20;"2307650-CE";"city";79;5;"True";"227886";"34.66646";0,0633;"S";"ATUAL";3
"253";2020-04-20;"2307700-CE";"city";18;2;"True";"128978";"13.95587";0,1111;"S";"ATUAL";2
"254";2020-04-20;"2308005-CE";"city";1;0;"True";"38737";"2.58151";0;"S";"ATUAL";2
"255";2020-04-20;"2308104-CE";"city";1;0;"True";"47962";"2.08498";0;"S";"ATUAL";2
"256";2020-04-20;"2308302-CE";"city";1;0;"True";"27512";"3.63478";0;"S";"ATUAL";2
"257";2020-04-20;"2308500-CE";"city";5;0;"True";"43797";"11.41631";0;"S";"ATUAL";2
"258";2020-04-20;"2309102-CE";"city";1;0;"True";"10823";"9.23958";0;"S";"ATUAL";2
"259";2020-04-20;"2309409-CE";"city";2;0;"True";"28607";"6.9913";0;"S";"ATUAL";2
"260";2020-04-20;"2309508-CE";"city";1;0;"True";"21427";"4.66701";0;"S";"ATUAL";2
"261";2020-04-20;"2309607-CE";"city";5;0;"True";"72203";"6.92492";0;"S";"ATUAL";2
"262";2020-04-20;"2309706-CE";"city";12;0;"True";"83432";"14.38297";0;"S";"ATUAL";2
"263";2020-04-20;"2310209-CE";"city";1;0;"True";"35076";"2.85095";0;"S";"ATUAL";2
"264";2020-04-20;"2310506-CE";"city";3;1;"True";"43258";"6.93513";0,3333;"S";"ATUAL";2
